p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MAD2L2	4.23579307845905e-294	0.491463113575989	0.525	0.126	9.09509489806726e-290	6	MAD2L2
C19orf48	7.93135935689291e-293	0.387304404809457	0.382	0.071	1.70302148111205e-288	6	C19orf48
ACTB1	9.70259680082554e-292	0.776184807233405	1	0.997	2.08334158507326e-287	6	ACTB
NUCB21	3.33555915905341e-289	0.831609132505529	0.825	0.338	7.16211262631948e-285	6	NUCB2
PTMA	1.12930431784075e-287	0.551658317834795	1	0.998	2.42484223126765e-283	6	PTMA
TACC3	3.34509344936199e-284	0.303792998471382	0.284	0.042	7.18258465447006e-280	6	TACC3
IDH2	3.8561104249433e-280	0.665000583547249	0.697	0.234	8.27984030443825e-276	6	IDH2
SMC1A	1.87080267692175e-279	0.542657571597673	0.548	0.142	4.01698750788637e-275	6	SMC1A
RFC4	9.68197744797892e-279	0.321648527044527	0.282	0.042	2.07891419763003e-274	6	RFC4
NCAPD3	5.22734088210377e-278	0.312130597823133	0.3	0.048	1.12241463420532e-273	6	NCAPD3
NSD2	6.30027004614681e-272	0.301447636711625	0.264	0.039	1.35279398430864e-267	6	NSD2
HMGB3	2.06081126548678e-269	0.375488588898375	0.3	0.05	4.42497394925321e-265	6	HMGB3
ACYP1	5.88808192324736e-269	0.442358146141139	0.452	0.102	1.26428895055967e-264	6	ACYP1
H2AFV	1.02529883336402e-267	0.818801534496088	0.91	0.536	2.20152165499923e-263	6	H2AFV
SCCPDH	8.70956976506478e-265	0.322840046311211	0.334	0.06	1.87011881995471e-260	6	SCCPDH
CENPX	2.56906303451276e-264	0.605725395303188	0.612	0.184	5.51629214770581e-260	6	CENPX
PTTG1	3.25746543257032e-261	0.672667487024439	0.535	0.147	6.994429776815e-257	6	PTTG1
H2AFY1	3.13204697556326e-257	0.656020382853474	0.762	0.287	6.72513126592943e-253	6	H2AFY
RFC2	9.14055445608112e-257	0.388922289491488	0.386	0.08	1.96265985280974e-252	6	RFC2
H2AFZ	1.9072501999768e-252	0.847164827960607	0.971	0.804	4.09524762939019e-248	6	H2AFZ
TFDP1	4.81666034456757e-252	0.406785582733783	0.438	0.1	1.03423330918555e-247	6	TFDP1
BARD1	1.4264039901781e-251	0.287713773222944	0.262	0.04	3.06277464771042e-247	6	BARD1
TALDO11	3.02265642240318e-248	0.579058077206532	0.704	0.245	6.49024787018411e-244	6	TALDO1
COX8A1	2.13458760530415e-244	0.742956053056943	0.928	0.59	4.58338650610907e-240	6	COX8A
SSRP1	8.57068006316917e-242	0.384728319227457	0.412	0.094	1.84029642316368e-237	6	SSRP1
DNAJC9	3.52904686086634e-240	0.520377979343093	0.538	0.152	7.57756941965221e-236	6	DNAJC9
LSM4	6.2115770417159e-238	0.61791835579994	0.715	0.265	1.33374982239724e-233	6	LSM4
ENO11	6.28541551816515e-229	0.757090395773611	0.897	0.518	1.34960442006042e-224	6	ENO1
HPRT1	7.71908115546351e-228	0.488440623442388	0.583	0.178	1.65744110570113e-223	6	HPRT1
GGCT	4.95043654954502e-224	0.323797216871836	0.354	0.075	1.06295773591831e-219	6	GGCT
AKR7A2	1.05623349776905e-223	0.442213023700479	0.509	0.142	2.26794456640971e-219	6	AKR7A2
VRK1	3.05228881704063e-223	0.311317795443922	0.34	0.07	6.55387454794965e-219	6	VRK1
ECI1	2.07536464763914e-221	0.377717001880781	0.396	0.094	4.45622297141076e-217	6	ECI1
SNRNP25	1.62485106584687e-216	0.338391460839663	0.36	0.08	3.48888020858641e-212	6	SNRNP25
PSIP1	3.85190302459289e-216	0.583269904254202	0.701	0.261	8.27080617440585e-212	6	PSIP1
BANF1	4.95873819548803e-216	0.620403212705465	0.811	0.362	1.06474026533519e-211	6	BANF1
NME1	4.0283800710681e-211	0.413772744473575	0.388	0.095	8.64973768859743e-207	6	NME1
CORO1A1	1.30567359324707e-208	0.669188479082273	0.951	0.679	2.80354233942012e-204	6	CORO1A
CCDC167	1.86371141039317e-208	0.421475134936402	0.493	0.139	4.00176114039621e-204	6	CCDC167
TPI1	7.46181396991274e-204	0.605890092264494	0.966	0.74	1.60220069561966e-199	6	TPI1
CFL1	6.36828647376775e-202	0.470080654235724	0.993	0.963	1.36739847164741e-197	6	CFL1
SLC25A5	2.29471153605292e-199	0.649200170679523	0.951	0.727	4.92720461021283e-195	6	SLC25A5
PSME2	1.37931802141303e-198	0.652672394225179	0.932	0.606	2.96167165557806e-194	6	PSME2
MZT2B	3.71552685421195e-198	0.614114541359767	0.917	0.607	7.9779792613639e-194	6	MZT2B
LSM5	2.96269966453709e-196	0.500469683209891	0.645	0.232	6.36150871969405e-192	6	LSM5
USP1	5.47489529381962e-196	0.459691324146848	0.508	0.154	1.17556951748895e-191	6	USP1
HSPB111	1.85732594292226e-195	0.474133596035352	0.59	0.199	3.98805026464268e-191	6	HSPB11
YEATS4	2.72121459593515e-194	0.322257308480158	0.331	0.074	5.84299198039196e-190	6	YEATS4
CDK4	1.32447088708335e-191	0.305830304547005	0.338	0.077	2.84390388874536e-187	6	CDK4
HMGN1	1.47491192442484e-191	0.582123137765884	0.948	0.688	3.16693088412502e-187	6	HMGN1
SIVA1	1.20936418761699e-185	0.58008566417407	0.723	0.312	2.5967467836512e-181	6	SIVA1
SMC3	3.65957437058597e-184	0.449783916059154	0.503	0.158	7.8578380885222e-180	6	SMC3
LDHB1	3.38277345959834e-182	0.642906459163245	0.864	0.488	7.26349117244955e-178	6	LDHB
CALM3	9.71041383820438e-182	0.612023371518925	0.845	0.462	2.08502005933925e-177	6	CALM3
SNRPB	2.58592763375413e-181	0.562734081057555	0.934	0.606	5.55250381519687e-177	6	SNRPB
DDX39A	2.37603919552633e-180	0.50908184240234	0.625	0.236	5.10183136063414e-176	6	DDX39A
PKM1	5.08714466747141e-179	0.552378486389568	0.726	0.309	1.09231170299946e-174	6	PKM
SMS	2.95842595414116e-178	0.435171347941894	0.616	0.216	6.3523322087319e-174	6	SMS
UNG	2.97295260046687e-177	0.361732849951094	0.336	0.081	6.38352382372246e-173	6	UNG
ANP32E	4.06722068377407e-175	0.577235118178705	0.726	0.325	8.73313625219968e-171	6	ANP32E
POLD2	1.04594623329259e-174	0.27994720948071	0.308	0.07	2.24585575212584e-170	6	POLD2
RNASEH2C	1.1873035980394e-174	0.468353968801451	0.673	0.262	2.5493782857102e-170	6	RNASEH2C
PSMC3	3.71333213161459e-173	0.455751499528407	0.604	0.221	7.97326675300285e-169	6	PSMC3
SUZ12	1.35485659013392e-171	0.44421989190809	0.55	0.189	2.90914807033556e-167	6	SUZ12
RNASEH2B	1.70937004505043e-171	0.383170596485779	0.52	0.167	3.67035936073229e-167	6	RNASEH2B
MZT1	3.30882028298169e-171	0.391296178387997	0.448	0.134	7.10469891161829e-167	6	MZT1
ANAPC11	5.49293780063706e-170	0.512841895322731	0.737	0.324	1.17944360455279e-165	6	ANAPC11
HIST1H1D	2.52780650821068e-169	0.595418769442567	0.401	0.118	5.42770613442996e-165	6	HIST1H1D
HINT2	5.4995885297179e-169	0.365915852542158	0.476	0.147	1.18087164910103e-164	6	HINT2
IMPDH2	9.12433142763729e-168	0.337079391863945	0.429	0.125	1.95917644414228e-163	6	IMPDH2
GMPS	3.45882883961083e-166	0.296545296158937	0.344	0.087	7.42679728441238e-162	6	GMPS
KIF20B	4.81633710432466e-166	0.352953892938701	0.372	0.1	1.03416390304059e-161	6	KIF20B
NCAPH2	5.44713492444176e-166	0.259481870454808	0.288	0.065	1.16960881097613e-161	6	NCAPH2
YBX11	5.84258197088895e-166	0.476635744226788	0.99	0.894	1.25451920078927e-161	6	YBX1
SNRPD1	1.18773034285385e-165	0.504349342751379	0.698	0.299	2.55029459217578e-161	6	SNRPD1
LSM3	2.76444319565261e-164	0.480541414199351	0.715	0.31	5.93581242970528e-160	6	LSM3
RPLP11	1.43038801017339e-163	0.339471103965235	1	1	3.07132913544431e-159	6	RPLP1
PSMB2	1.22782855937873e-162	0.456164923042783	0.65	0.259	2.63639348269801e-158	6	PSMB2
GSTP11	7.19169673304747e-162	0.707055303503151	0.971	0.789	1.54420112251995e-157	6	GSTP1
RPLP01	1.71609357624786e-161	0.470031338434888	0.998	0.961	3.6847961269194e-157	6	RPLP0
CDC25B	7.80113768985808e-161	0.30104439436774	0.301	0.072	1.67506028476633e-156	6	CDC25B
CCDC28B	1.0572584734856e-160	0.256002093887356	0.291	0.067	2.27014539426829e-156	6	CCDC28B
FDPS	1.53543740389477e-160	0.405987510054435	0.619	0.231	3.29689119364285e-156	6	FDPS
SNRPD3	2.71075638562452e-160	0.491452699272922	0.747	0.338	5.82053611121296e-156	6	SNRPD3
PARP1	2.62563841278898e-158	0.422717139265766	0.539	0.19	5.63777079994051e-154	6	PARP1
RALY	3.1925478767439e-158	0.517762094638399	0.805	0.395	6.85503880094451e-154	6	RALY
COX5A	5.06696183965328e-158	0.535110102022333	0.849	0.48	1.08797804621035e-153	6	COX5A
HIST1H4C	1.75140311202781e-157	1.43523236132932	0.735	0.414	3.76061276214612e-153	6	HIST1H4C
TPGS2	1.08293007375361e-156	0.253771125689248	0.305	0.074	2.32526745436376e-152	6	TPGS2
SUPT16H	8.32759805370096e-156	0.368362463814314	0.451	0.142	1.78810185409067e-151	6	SUPT16H
NDUFB11	1.33138448443347e-154	0.495801835907218	0.915	0.571	2.85874876497554e-150	6	NDUFB11
CBX3	1.5775846728256e-152	0.506189093787346	0.799	0.404	3.38738980949113e-148	6	CBX3
CLIC1	1.64035937658707e-152	0.509244321099962	0.985	0.835	3.52217965340776e-148	6	CLIC1
ARL6IP6	5.36089542251708e-152	0.287310630798882	0.341	0.091	1.15109146512287e-147	6	ARL6IP6
PRDX3	5.93319494981511e-152	0.288302216066068	0.323	0.084	1.2739756196243e-147	6	PRDX3
AP2S11	1.88638632026712e-151	0.437465334338012	0.67	0.274	4.05044870687755e-147	6	AP2S1
MRPL51	2.58502902318412e-151	0.429471796706344	0.618	0.242	5.55057431858095e-147	6	MRPL51
HNRNPA2B1	1.19886515609712e-150	0.449301839274789	0.993	0.937	2.57420326317173e-146	6	HNRNPA2B1
SNRPE	2.48366663084921e-150	0.398267049578171	0.578	0.216	5.33292898975942e-146	6	SNRPE
COX6C	4.47750133096718e-150	0.483967903717506	0.942	0.708	9.61409085785272e-146	6	COX6C
PA2G4	4.3413657501908e-149	0.521640665603137	0.76	0.378	9.32178053880968e-145	6	PA2G4
RBBP7	3.23905664072056e-148	0.41717831720868	0.618	0.241	6.95490241895519e-144	6	RBBP7
CHCHD2	9.86189224250058e-148	0.486986390968803	0.967	0.826	2.11754550230973e-143	6	CHCHD2
MDH1	1.48081593842448e-147	0.381474822397037	0.557	0.204	3.17960798298504e-143	6	MDH1
BLOC1S11	1.50252241218185e-145	0.459587383467195	0.766	0.353	3.22621612343687e-141	6	BLOC1S1
ACAT2	1.28079722186991e-144	0.262413791712018	0.352	0.097	2.75012779479907e-140	6	ACAT2
RAN	1.92820150838049e-144	0.540818991992416	0.9	0.64	4.14023427879459e-140	6	RAN
PRKDC	6.26063477215979e-144	0.410587116744749	0.527	0.191	1.34428349827815e-139	6	PRKDC
SNRPF	1.56033322755e-143	0.472700521912443	0.75	0.364	3.35034750619537e-139	6	SNRPF
COMMD4	1.80078943882926e-143	0.300307404236164	0.396	0.12	3.86665508305419e-139	6	COMMD4
UQCRC11	1.9773018841142e-143	0.316364743333722	0.45	0.146	4.24566260557001e-139	6	UQCRC1
PSMB31	2.70512824389866e-143	0.490105633571534	0.825	0.443	5.80845136529921e-139	6	PSMB3
HDGF	4.83665483215243e-142	0.445778607398092	0.635	0.264	1.03852652555977e-137	6	HDGF
C12orf751	2.58835797331143e-141	0.451521227248779	0.702	0.302	5.5577222402943e-137	6	C12orf75
HINT11	1.15746424775653e-139	0.443706130284329	0.971	0.805	2.48530723278283e-135	6	HINT1
GUSB	1.33457302092961e-139	0.351090625764708	0.499	0.175	2.86559519054005e-135	6	GUSB
PPP1CA1	1.43051970609757e-139	0.494461339591827	0.823	0.447	3.0716119129327e-135	6	PPP1CA
PSMB91	1.06240207251158e-138	0.522967318807045	0.86	0.507	2.28118973009686e-134	6	PSMB9
PSMA4	1.22690657942938e-138	0.421384020491915	0.659	0.28	2.63441380735076e-134	6	PSMA4
DCTPP1	1.31282108731898e-137	0.271443904721325	0.261	0.063	2.8188894386913e-133	6	DCTPP1
ATP5MF	5.66584456304796e-137	0.485707393926738	0.8	0.441	1.21657014457766e-132	6	ATP5MF
MRPL11	6.33862122701744e-137	0.327521582909193	0.477	0.163	1.36102874986518e-132	6	MRPL11
H3F3A1	2.12114364534008e-135	0.357658696475663	0.995	0.963	4.55451963527423e-131	6	H3F3A
AC084033.3	2.61000343593823e-135	0.256470543260532	0.26	0.063	5.60419937764658e-131	6	AC084033.3
COTL11	4.34654560780037e-135	0.64685446224915	0.748	0.421	9.33290272906896e-131	6	COTL1
TPRKB	6.35391499754268e-135	0.288525302459476	0.421	0.134	1.36431262827236e-130	6	TPRKB
CD381	4.82288441741136e-132	0.40350221434914	0.594	0.242	1.03556974210657e-127	6	CD38
RPSA	3.70041252600757e-131	0.35182991203633	0.999	0.987	7.94552577584345e-127	6	RPSA
ACAA2	9.2869254050984e-131	0.378201394315227	0.529	0.198	1.99408862298273e-126	6	ACAA2
EZH2	3.13490357029821e-129	0.40021672590697	0.512	0.195	6.73126494614431e-125	6	EZH2
PMVK	4.07269418869985e-129	0.270678712803151	0.358	0.108	8.74488896197632e-125	6	PMVK
DCTN3	4.59216434516954e-128	0.444697484489825	0.742	0.367	9.86029528194803e-124	6	DCTN3
SET	4.94903843517501e-128	0.494539975227883	0.947	0.706	1.06265753280078e-123	6	SET
CEP57	9.9566432599068e-128	0.31790393646937	0.453	0.157	2.13789044076719e-123	6	CEP57
SUMO2	4.98859640103798e-127	0.436403234142476	0.957	0.798	1.07115141923088e-122	6	SUMO2
STOML2	6.44536638939495e-127	0.284358852351541	0.409	0.134	1.38394907113088e-122	6	STOML2
PPM1G	8.13589717031956e-127	0.422744074942611	0.684	0.315	1.74693984041102e-122	6	PPM1G
ATP5MC3	2.49963419702784e-126	0.475516133114103	0.843	0.492	5.36721454785817e-122	6	ATP5MC3
MEA1	6.69267602362186e-126	0.284351922880844	0.392	0.126	1.43705139579208e-121	6	MEA1
NASP	1.76202570416703e-125	0.459539237572377	0.857	0.5	3.78342159198745e-121	6	NASP
SNRPA	1.78503174093466e-125	0.321963615988598	0.468	0.165	3.83282015413491e-121	6	SNRPA
ARPC51	3.88155727432455e-121	0.422899254734139	0.72	0.345	8.33447977942968e-117	6	ARPC5
NAA38	5.68813651783993e-121	0.386664738380446	0.607	0.26	1.22135667311059e-116	6	NAA38
ALYREF	6.04863975490018e-121	0.444349401179322	0.696	0.339	1.29876392817217e-116	6	ALYREF
CCT5	1.62935541528658e-120	0.312450364901546	0.529	0.201	3.49855194770335e-116	6	CCT5
ERH	2.25454188893555e-120	0.417540235045111	0.655	0.301	4.8409523439224e-116	6	ERH
CKS2	3.67206614969003e-120	0.428476947185572	0.647	0.293	7.88466043661444e-116	6	CKS2
VDAC3	7.53030510439429e-120	0.35743660377404	0.537	0.213	1.61690711201554e-115	6	VDAC3
NUDT21	4.82976904816482e-119	0.289400638432854	0.433	0.15	1.03704801002195e-114	6	NUDT21
PSMD14	7.34439368717501e-119	0.269781123886965	0.444	0.153	1.57698821251022e-114	6	PSMD14
TMEM109	3.76585393803444e-118	0.361647279326541	0.515	0.201	8.08604157574755e-114	6	TMEM109
SRP9	5.39629951727718e-118	0.397030999646951	0.633	0.282	1.15869343234976e-113	6	SRP9
RAC2	7.46182180584471e-118	0.440345463125167	0.957	0.749	1.60220237815098e-113	6	RAC2
COPS3	2.16233931557701e-117	0.328635470139789	0.485	0.182	4.64297497840696e-113	6	COPS3
SH3GLB2	2.3022890235741e-117	0.292252345935382	0.396	0.134	4.9434749914183e-113	6	SH3GLB2
VBP1	2.02040626613451e-116	0.27682695395241	0.449	0.158	4.33821633464403e-112	6	VBP1
RHOA1	9.84289760661313e-115	0.423936968630324	0.942	0.755	2.11346697409197e-110	6	RHOA
HDAC1	1.42958512155808e-114	0.337163777407441	0.52	0.203	3.06960517300951e-110	6	HDAC1
HMGA1	3.1238963859136e-114	0.348310066367214	0.484	0.187	6.70763031983368e-110	6	HMGA1
HNRNPR	6.20247052630026e-114	0.424051606884623	0.685	0.33	1.33179447140719e-109	6	HNRNPR
SNRPC	6.61074432798894e-114	0.327464342253675	0.593	0.245	1.41945902210578e-109	6	SNRPC
POLR2G	6.16811712816006e-113	0.381000339260016	0.679	0.314	1.32441810975853e-108	6	POLR2G
HMGN3	1.64931675530839e-112	0.425450012330995	0.768	0.403	3.54141293699818e-108	6	HMGN3
GNG51	1.81735338271924e-112	0.423804070327456	0.828	0.476	3.90222118337474e-108	6	GNG5
CSNK2B	4.68839179517804e-112	0.422043033767099	0.798	0.441	1.00669148626063e-107	6	CSNK2B
CYC1	5.80524993877488e-112	0.334486070414323	0.561	0.231	1.24650326685374e-107	6	CYC1
CCT8	9.20277930616342e-112	0.371262546325349	0.626	0.283	1.97602077261941e-107	6	CCT8
RPA2	1.64930649671334e-111	0.344617690776198	0.493	0.192	3.54139090974288e-107	6	RPA2
NDUFB31	2.71949799372702e-111	0.297216271274608	0.451	0.168	5.83930609213066e-107	6	NDUFB3
ILF2	4.54376079945979e-111	0.409962271967871	0.762	0.406	9.75636318860006e-107	6	ILF2
ATP5MC1	1.2038872595181e-110	0.350485716426867	0.53	0.22	2.58498672363727e-106	6	ATP5MC1
GMNN1	1.99782817404671e-110	0.271700224355292	0.397	0.137	4.2897366553131e-106	6	GMNN
NUTF2	5.9052406749757e-110	0.296852114325081	0.489	0.187	1.26797327773078e-105	6	NUTF2
NDUFS8	1.52973796496739e-109	0.367099411605682	0.692	0.328	3.28465335837798e-105	6	NDUFS8
MAZ1	2.40702075638357e-109	0.422220269760165	0.777	0.425	5.16835496810681e-105	6	MAZ
PGP	3.23063761449463e-109	0.315770004751465	0.53	0.212	6.93682508584288e-105	6	PGP
NAP1L11	3.29649220351814e-109	0.409405067117551	0.877	0.561	7.07822805939416e-105	6	NAP1L1
DPM2	4.41287046309073e-109	0.261446700661504	0.358	0.119	9.47531545834841e-105	6	DPM2
RAD21	3.81091274008131e-108	0.464142790031533	0.635	0.31	8.1827918355026e-104	6	RAD21
MCUB	8.04951542218103e-108	0.252905147124013	0.391	0.134	1.72839195145071e-103	6	MCUB
ATP5PF	1.02814360515386e-107	0.391839236914061	0.799	0.446	2.20762994898638e-103	6	ATP5PF
GSTO11	1.03800587499562e-107	0.311431201635064	0.516	0.208	2.22880621479059e-103	6	GSTO1
HNRNPD	1.32206449956162e-107	0.43313537181828	0.827	0.491	2.83873689345872e-103	6	HNRNPD
MZT2A	2.69200589616748e-107	0.402145524189538	0.724	0.381	5.7802750602508e-103	6	MZT2A
SEM1	3.22476361211943e-107	0.374756392403838	0.721	0.364	6.92421242794283e-103	6	SEM1
ILK	1.50123619994833e-106	0.265429721009578	0.406	0.144	3.22345436852905e-102	6	ILK
PPIH	2.91204624122915e-106	0.253094358088578	0.392	0.135	6.25274568916723e-102	6	PPIH
AKT1	8.10945641541575e-106	0.287050890864235	0.544	0.217	1.74126248151807e-101	6	AKT1
DCXR	7.65730729622219e-104	0.346484625169372	0.618	0.281	1.64417702264483e-99	6	DCXR
RABL6	8.3028682415168e-104	0.258070691699091	0.424	0.154	1.78279186881849e-99	6	RABL6
PSMA2	9.66271205713621e-104	0.340891551974912	0.598	0.264	2.07477753290829e-99	6	PSMA2
ACTG11	1.00221635137211e-103	0.418808423928464	0.999	0.984	2.15195894966619e-99	6	ACTG1
BAZ1B	5.0464328218909e-103	0.255279062763784	0.382	0.133	1.08357005551641e-98	6	BAZ1B
GZMA2	2.38841429466998e-102	0.530973714275693	0.914	0.743	5.12840317351537e-98	6	GZMA
XRCC5	2.89778612678752e-102	0.39070659134464	0.688	0.344	6.22212637143817e-98	6	XRCC5
TAF15	3.69369950664588e-102	0.320886593581111	0.521	0.215	7.93111158067003e-98	6	TAF15
IFI16	1.34412451763533e-101	0.414019036126884	0.833	0.501	2.88610416426657e-97	6	IFI16
PPDPF1	2.97930348417583e-101	0.470145469533859	0.902	0.655	6.39716044122234e-97	6	PPDPF
NDUFS6	9.49547081432282e-101	0.33577935935753	0.646	0.301	2.0388674932514e-96	6	NDUFS6
DBI	1.61506268285139e-100	0.382431287312082	0.925	0.662	3.46786259261851e-96	6	DBI
GPAA1	1.7690037175e-100	0.268020712870937	0.4	0.145	3.798404782216e-96	6	GPAA1
PGAM11	2.4782946686105e-100	0.390244864015502	0.698	0.35	5.32139431244047e-96	6	PGAM1
ANP32A	4.42966459815973e-100	0.365915441526085	0.671	0.326	9.51137582516857e-96	6	ANP32A
DAZAP1	4.98698430119791e-100	0.343697104520871	0.635	0.296	1.07080526915321e-95	6	DAZAP1
HNRNPA3	4.35754137145025e-99	0.399389904018636	0.931	0.71	9.35651283277797e-95	6	HNRNPA3
NDUFC2	8.14692465566221e-99	0.344793467987616	0.686	0.336	1.74930766206379e-94	6	NDUFC2
FAM111A	4.28448609439548e-98	0.319579866012693	0.432	0.167	9.19964854188598e-94	6	FAM111A
EIF5A	4.13795454629939e-97	0.424342224241775	0.873	0.572	8.88501600181405e-93	6	EIF5A
ELAVL1	1.82255304641806e-96	0.253726149344285	0.444	0.17	3.91338590126886e-92	6	ELAVL1
PSMA7	1.87420225582205e-96	0.402534800490337	0.896	0.635	4.0242870837011e-92	6	PSMA7
FIBP	1.2426066206622e-95	0.292992384392602	0.506	0.211	2.66812493588588e-91	6	FIBP
NONO	3.35522546669025e-95	0.324396733263526	0.627	0.291	7.2043401220773e-91	6	NONO
PHB	7.12895907195864e-95	0.314224197500231	0.579	0.256	1.53073009193096e-90	6	PHB
DGCR6L	1.29450298666896e-94	0.273684741823074	0.495	0.202	2.77955681297558e-90	6	DGCR6L
HIST1H1E	1.3296570697309e-94	0.281491889760667	0.295	0.095	2.85503966012618e-90	6	HIST1H1E
HIST2H2AC	3.47122595958019e-94	0.268793001889574	0.29	0.094	7.4534163804106e-90	6	HIST2H2AC
NHP2	1.90230897188628e-91	0.310849878866285	0.511	0.221	4.08463782443421e-87	6	NHP2
PSMG2	4.03024029611805e-91	0.267233309781858	0.479	0.196	8.65373196382468e-87	6	PSMG2
TXN	8.59021928426188e-91	0.293591901867118	0.779	0.444	1.84449188471671e-86	6	TXN
BUB3	1.34089483645924e-90	0.35183786245033	0.688	0.349	2.87916939284528e-86	6	BUB3
HNRNPAB	1.77975910557258e-90	0.416282293233091	0.817	0.504	3.82149875148545e-86	6	HNRNPAB
SEPT7	3.00265604541916e-90	0.356065364153412	0.961	0.768	6.44730306072403e-86	6	SEPT7
CNTRL	3.17231551344608e-90	0.259292107247526	0.383	0.144	6.81159587047141e-86	6	CNTRL
LAGE3	4.25769432864917e-90	0.250055215326895	0.378	0.141	9.1421212624755e-86	6	LAGE3
PSMB8	4.95722608587695e-90	0.375377206595076	0.814	0.488	1.0644155851595e-85	6	PSMB8
ARPC31	9.87528765821562e-90	0.331106977609895	0.962	0.83	2.12042176597206e-85	6	ARPC3
PDIA61	6.70680307778909e-89	0.359223481462186	0.7	0.373	1.44008475686287e-84	6	PDIA6
NDUFAB1	8.06737845126685e-89	0.274290216888425	0.465	0.194	1.73222750105602e-84	6	NDUFAB1
DDT	1.11555212790168e-88	0.369215366723729	0.743	0.419	2.39531352903049e-84	6	DDT
XRCC6	1.85759928308432e-88	0.352875663928101	0.715	0.383	3.98863718063865e-84	6	XRCC6
PSMD8	6.99201051136765e-88	0.36166701984953	0.814	0.496	1.50132449700086e-83	6	PSMD8
PRDX21	1.53458491819901e-87	0.404155438099134	0.572	0.285	3.29506073635691e-83	6	PRDX2
COX6A1	2.61748666698202e-87	0.355901458038546	0.922	0.682	5.62026737134379e-83	6	COX6A1
PSMA1	2.83043138319074e-87	0.335408017210419	0.686	0.352	6.07750226598715e-83	6	PSMA1
COPE	5.77128530700812e-87	0.344874203132598	0.792	0.45	1.23921038112078e-82	6	COPE
UFD1	5.99443514436898e-87	0.284065699954876	0.535	0.236	1.28712511419891e-82	6	UFD1
PSMA5	4.22028546416747e-86	0.302780295428574	0.576	0.267	9.06179694866038e-82	6	PSMA5
RBX11	4.99474792879053e-86	0.302178803264258	0.573	0.268	1.0724722752699e-81	6	RBX1
RTN3	1.37259882318034e-85	0.257223929390081	0.442	0.181	2.94724419313282e-81	6	RTN3
NDUFAF3	1.37352543526895e-85	0.265735700669066	0.466	0.196	2.9492338146095e-81	6	NDUFAF3
DBNL1	8.26566450785655e-85	0.252252853037376	0.514	0.222	1.77480348312696e-80	6	DBNL
HNRNPF	9.48989431693713e-85	0.39697205126715	0.791	0.486	2.03767010773274e-80	6	HNRNPF
CCT2	9.6738387141938e-85	0.320388904599298	0.638	0.313	2.07716664871169e-80	6	CCT2
ATP5F1C	1.40306110122978e-84	0.363013122840086	0.743	0.417	3.01265279656059e-80	6	ATP5F1C
ATP5PB	1.40409835964683e-83	0.297200896021488	0.634	0.308	3.01487999783368e-79	6	ATP5PB
TRDC1	6.61074556929983e-83	0.431641266808764	0.798	0.494	1.41945928864006e-78	6	TRDC
NDUFA12	2.01347808987098e-82	0.330619059333154	0.652	0.333	4.32334015457097e-78	6	NDUFA12
CKLF1	2.7060094413964e-82	0.353945305108336	0.711	0.385	5.81034347256635e-78	6	CKLF
TRIM28	5.40623524571513e-82	0.277877027285122	0.543	0.247	1.16082683195995e-77	6	TRIM28
NDUFV1	9.49509119673565e-82	0.282521251624138	0.563	0.262	2.03878598176308e-77	6	NDUFV1
NDUFB1	1.1835541723499e-81	0.302507225849145	0.583	0.279	2.5413275188697e-77	6	NDUFB1
ETFB	1.67009954347106e-81	0.262347847187651	0.463	0.198	3.58603773974106e-77	6	ETFB
ACP1	8.24805775372403e-81	0.287277224484159	0.593	0.282	1.77102296087962e-76	6	ACP1
PARK7	1.50087645488431e-80	0.35376517622698	0.85	0.561	3.22268192392759e-76	6	PARK7
ARPC22	1.7163809211018e-80	0.310600981893415	0.974	0.877	3.68541311378978e-76	6	ARPC2
PPP4C	1.69064126974218e-79	0.270862028574879	0.539	0.247	3.63014493439041e-75	6	PPP4C
EBP1	2.12363157591425e-79	0.316327193567146	0.616	0.306	4.55986171980307e-75	6	EBP
ATP5F1B	2.12469679843074e-79	0.34549534062269	0.752	0.432	4.56214896559048e-75	6	ATP5F1B
ARPC1B1	1.47599794481816e-78	0.324288432893825	0.76	0.419	3.16926278711354e-74	6	ARPC1B
UQCR10	1.58804430556318e-78	0.346366125747497	0.778	0.462	3.40984873290525e-74	6	UQCR10
